check_id,languages,js_ts
python.lang.security.audit.insecure-transport.urllib.insecure-urlopener-retrieve-ftp.insecure-urlopener-retrieve-ftp,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlopener-retrieve.insecure-urlopener-retrieve,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlretrieve-ftp.insecure-urlretrieve-ftp,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlretrieve.insecure-urlretrieve,python,nao
python.lang.security.audit.logging.listeneval.listen-eval,python,nao
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,python,nao
python.lang.security.audit.mako-templates-detected.mako-templates-detected,python,nao
python.lang.security.audit.marshal.marshal-usage,python,nao
python.lang.security.audit.md5-used-as-password.md5-used-as-password,python,nao
python.lang.security.audit.network.bind.avoid-bind-to-all-interfaces,python,nao
python.lang.security.audit.network.disabled-cert-validation.disabled-cert-validation,python,nao
python.lang.security.audit.network.http-not-https-connection.http-not-https-connection,python,nao
python.lang.security.audit.non-literal-import.non-literal-import,python,nao
python.lang.security.audit.paramiko-implicit-trust-host-key.paramiko-implicit-trust-host-key,python,nao
python.lang.security.audit.paramiko.paramiko-exec-command.paramiko-exec-command,python,nao
python.lang.security.audit.python-reverse-shell.python-reverse-shell,python,nao
python.lang.security.audit.sha224-hash.sha224-hash,python,nao
python.lang.security.audit.sqli.aiopg-sqli.aiopg-sqli,python,nao
python.lang.security.audit.sqli.asyncpg-sqli.asyncpg-sqli,python,nao
python.lang.security.audit.sqli.pg8000-sqli.pg8000-sqli,python,nao
python.lang.security.audit.sqli.psycopg-sqli.psycopg-sqli,python,nao
python.lang.security.audit.ssl-wrap-socket-is-deprecated.ssl-wrap-socket-is-deprecated,python,nao
python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,python,nao
python.lang.security.audit.system-wildcard-detected.system-wildcard-detected,python,nao
python.lang.security.audit.telnetlib.telnetlib,python,nao
python.lang.security.audit.weak-ssl-version.weak-ssl-version,python,nao
python.lang.security.dangerous-code-run.dangerous-interactive-code-run,python,nao
python.lang.security.dangerous-globals-use.dangerous-globals-use,python,nao
python.lang.security.dangerous-os-exec.dangerous-os-exec,python,nao
python.lang.security.dangerous-spawn-process.dangerous-spawn-process,python,nao
python.lang.security.dangerous-subinterpreters-run-string.dangerous-subinterpreters-run-string,python,nao
python.lang.security.dangerous-subprocess-use.dangerous-subprocess-use,python,nao
python.lang.security.dangerous-system-call.dangerous-system-call,python,nao
python.lang.security.dangerous-testcapi-run-in-subinterp.dangerous-testcapi-run-in-subinterp,python,nao
python.lang.security.deserialization.avoid-jsonpickle.avoid-jsonpickle,python,nao
python.lang.security.deserialization.avoid-pyyaml-load.avoid-pyyaml-load,python,nao
python.lang.security.deserialization.avoid-unsafe-ruamel.avoid-unsafe-ruamel,python,nao
python.lang.security.deserialization.pickle.avoid-cPickle,python,nao
python.lang.security.deserialization.pickle.avoid-dill,python,nao
python.lang.security.deserialization.pickle.avoid-pickle,python,nao
python.lang.security.deserialization.pickle.avoid-shelve,python,nao
python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,python,nao
python.lang.security.insecure-hash-function.insecure-hash-function,python,nao
python.lang.security.insecure-uuid-version.insecure-uuid-version,python,nao
python.lang.security.unverified-ssl-context.unverified-ssl-context,python,nao
python.lang.security.use-defused-xml-parse.use-defused-xml-parse,python,nao
python.lang.security.use-defused-xmlrpc.use-defused-xmlrpc,python,nao
python.pycryptodome.security.insecure-cipher-algorithm-blowfish.insecure-cipher-algorithm-blowfish,python,nao
python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,python,nao
python.pycryptodome.security.insecure-cipher-algorithm-rc2.insecure-cipher-algorithm-rc2,python,nao
python.pycryptodome.security.insecure-cipher-algorithm-rc4.insecure-cipher-algorithm-rc4,python,nao
python.pycryptodome.security.insecure-cipher-algorithm.insecure-cipher-algorithm-xor,python,nao
python.pycryptodome.security.insecure-hash-algorithm-md2.insecure-hash-algorithm-md2,python,nao
python.pycryptodome.security.insecure-hash-algorithm-md4.insecure-hash-algorithm-md4,python,nao
python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,python,nao
python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,python,nao
python.pycryptodome.security.insufficient-dsa-key-size.insufficient-dsa-key-size,python,nao
python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,python,nao
python.pymongo.security.mongodb.mongo-client-bad-auth,python,nao
python.pyramid.security.direct-use-of-response.pyramid-direct-use-of-response,python,nao
python.pyramid.security.sqlalchemy-sql-injection.pyramid-sqlalchemy-sql-injection,python,nao
python.requests.security.disabled-cert-validation.disabled-cert-validation,python,nao
python.requests.security.no-auth-over-http.no-auth-over-http,python,nao
python.sh.security.string-concat.string-concat,python,nao
python.sqlalchemy.performance.performance-improvements.batch-import,python,nao
python.sqlalchemy.performance.performance-improvements.len-all-count,python,nao
python.sqlalchemy.security.audit.avoid-sqlalchemy-text.avoid-sqlalchemy-text,python,nao
python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,python,nao
python.sqlalchemy.security.sqlalchemy-sql-injection.sqlalchemy-sql-injection,python,nao
python.twilio.security.twiml-injection.twiml-injection,python,nao
ruby.aws-lambda.security.activerecord-sqli.activerecord-sqli,ruby,nao
ruby.aws-lambda.security.mysql2-sqli.mysql2-sqli,ruby,nao
ruby.aws-lambda.security.pg-sqli.pg-sqli,ruby,nao
ruby.aws-lambda.security.sequel-sqli.sequel-sqli,ruby,nao
ruby.aws-lambda.security.tainted-deserialization.tainted-deserialization,ruby,nao
ruby.aws-lambda.security.tainted-sql-string.tainted-sql-string,ruby,nao
ruby.jwt.security.audit.jwt-decode-without-verify.ruby-jwt-decode-without-verify,ruby,nao
ruby.jwt.security.audit.jwt-exposed-data.ruby-jwt-exposed-data,ruby,nao
ruby.jwt.security.jwt-exposed-credentials.ruby-jwt-exposed-credentials,ruby,nao
ruby.jwt.security.jwt-hardcode.ruby-jwt-hardcoded-secret,ruby,nao
ruby.jwt.security.jwt-none-alg.ruby-jwt-none-alg,ruby,nao
ruby.lang.security.audit.sha224-hash.sha224-hash,ruby,nao
ruby.lang.security.bad-deserialization.bad-deserialization,ruby,nao
ruby.lang.security.cookie-serialization.cookie-serialization,ruby,nao
ruby.lang.security.create-with.create-with,ruby,nao
ruby.lang.security.dangerous-exec.dangerous-exec,ruby,nao
ruby.lang.security.dangerous-open.dangerous-open,ruby,nao
ruby.lang.security.dangerous-open3-pipeline.dangerous-open3-pipeline,ruby,nao
ruby.lang.security.dangerous-subshell.dangerous-subshell,ruby,nao
ruby.lang.security.dangerous-syscall.dangerous-syscall,ruby,nao
ruby.lang.security.divide-by-zero.divide-by-zero,ruby,nao
ruby.lang.security.file-disclosure.file-disclosure,ruby,nao
ruby.lang.security.force-ssl-false.force-ssl-false,ruby,nao
ruby.lang.security.hardcoded-http-auth-in-controller.hardcoded-http-auth-in-controller,ruby,nao
ruby.lang.security.hardcoded-secret-rsa-passphrase.hardcoded-secret-rsa-passphrase,ruby,nao
ruby.lang.security.insufficient-rsa-key-size.insufficient-rsa-key-size,ruby,nao
ruby.lang.security.json-entity-escape.json-entity-escape,ruby,nao
ruby.lang.security.mass-assignment-protection-disabled.mass-assignment-protection-disabled,ruby,nao
ruby.lang.security.md5-used-as-password.md5-used-as-password,ruby,nao
ruby.lang.security.missing-csrf-protection.missing-csrf-protection,ruby,nao
ruby.lang.security.model-attr-accessible.model-attr-accessible,ruby,nao
ruby.lang.security.model-attributes-attr-accessible.model-attributes-attr-accessible,ruby,nao
ruby.lang.security.no-eval.ruby-eval,ruby,nao
ruby.lang.security.no-send.bad-send,ruby,nao
ruby.lang.security.ssl-mode-no-verify.ssl-mode-no-verify,ruby,nao
ruby.lang.security.unprotected-mass-assign.mass-assignment-vuln,ruby,nao
ruby.lang.security.weak-hashes-md5.weak-hashes-md5,ruby,nao
ruby.lang.security.weak-hashes-sha1.weak-hashes-sha1,ruby,nao
ruby.rails.security.audit.avoid-session-manipulation.avoid-session-manipulation,ruby,nao
ruby.rails.security.audit.avoid-tainted-file-access.avoid-tainted-file-access,ruby,nao
ruby.rails.security.audit.avoid-tainted-ftp-call.avoid-tainted-ftp-call,ruby,nao
ruby.rails.security.audit.avoid-tainted-http-request.avoid-tainted-http-request,ruby,nao
ruby.rails.security.audit.avoid-tainted-shell-call.avoid-tainted-shell-call,ruby,nao
ruby.rails.security.audit.detailed-exceptions.detailed-exceptions,ruby,nao
ruby.rails.security.audit.rails-skip-forgery-protection.rails-skip-forgery-protection,ruby,nao
ruby.rails.security.audit.sqli.ruby-pg-sqli.ruby-pg-sqli,ruby,nao
ruby.rails.security.audit.xss.avoid-content-tag.avoid-content-tag,ruby,nao
ruby.rails.security.audit.xss.avoid-default-routes.avoid-default-routes,ruby,nao
ruby.rails.security.audit.xss.avoid-html-safe.avoid-html-safe,ruby,nao
ruby.rails.security.audit.xss.avoid-link-to.avoid-link-to,ruby,nao
ruby.rails.security.audit.xss.avoid-raw.avoid-raw,ruby,nao
ruby.rails.security.audit.xss.avoid-redirect.avoid-redirect,ruby,nao
ruby.rails.security.audit.xss.avoid-render-dynamic-path.avoid-render-dynamic-path,ruby,nao
ruby.rails.security.audit.xss.avoid-render-inline.avoid-render-inline,ruby,nao
ruby.rails.security.audit.xss.avoid-render-text.avoid-render-text,ruby,nao
ruby.rails.security.audit.xss.manual-template-creation.manual-template-creation,ruby,nao
ruby.rails.security.audit.xss.templates.alias-for-html-safe.alias-for-html-safe,generic,nao
ruby.rails.security.audit.xss.templates.avoid-content-tag.avoid-content-tag,generic,nao
ruby.rails.security.audit.xss.templates.avoid-html-safe.avoid-html-safe,generic,nao
ruby.rails.security.audit.xss.templates.avoid-raw.avoid-raw,generic,nao
ruby.rails.security.audit.xss.templates.unquoted-attribute.unquoted-attribute,generic,nao
ruby.rails.security.audit.xss.templates.var-in-href.var-in-href,generic,nao
ruby.rails.security.audit.xss.templates.var-in-script-tag.var-in-script-tag,generic,nao
ruby.rails.security.brakeman.check-redirect-to.check-redirect-to,ruby,nao
ruby.rails.security.brakeman.check-regex-dos.check-regex-dos,ruby,nao
ruby.rails.security.brakeman.check-render-local-file-include.check-render-local-file-include,ruby,nao
ruby.rails.security.brakeman.check-send-file.check-send-file,ruby,nao
ruby.rails.security.brakeman.check-sql.check-sql,ruby,nao
ruby.rails.security.brakeman.check-unsafe-reflection-methods.check-unsafe-reflection-methods,ruby,nao
ruby.rails.security.brakeman.check-unsafe-reflection.check-unsafe-reflection,ruby,nao
ruby.rails.security.brakeman.check-unscoped-find.check-unscoped-find,ruby,nao
ruby.rails.security.injection.raw-html-format.raw-html-format,ruby,nao
ruby.rails.security.injection.tainted-sql-string.tainted-sql-string,ruby,nao
ruby.rails.security.injection.tainted-url-host.tainted-url-host,ruby,nao
rust.lang.security.reqwest-accept-invalid.reqwest-accept-invalid,rust,nao
rust.lang.security.rustls-dangerous.rustls-dangerous,rust,nao
rust.lang.security.ssl-verify-none.ssl-verify-none,rust,nao
scala.jwt-scala.security.jwt-scala-hardcode.jwt-scala-hardcode,scala,nao
scala.lang.security.audit.dangerous-seq-run.dangerous-seq-run,scala,nao
scala.lang.security.audit.dangerous-shell-run.dangerous-shell-run,scala,nao
scala.lang.security.audit.dispatch-ssrf.dispatch-ssrf,scala,nao
scala.lang.security.audit.documentbuilder-dtd-enabled.documentbuilder-dtd-enabled,scala,nao
scala.lang.security.audit.insecure-random.insecure-random,scala,nao
scala.lang.security.audit.io-source-ssrf.io-source-ssrf,scala,nao
scala.lang.security.audit.path-traversal-fromfile.path-traversal-fromfile,scala,nao
scala.lang.security.audit.rsa-padding-set.rsa-padding-set,scala,nao
scala.lang.security.audit.sax-dtd-enabled.sax-dtd-enabled,scala,nao
scala.lang.security.audit.scala-dangerous-process-run.scala-dangerous-process-run,scala,nao
scala.lang.security.audit.scalac-debug.scalac-debug,generic,nao
scala.lang.security.audit.scalaj-http-ssrf.scalaj-http-ssrf,scala,nao
scala.lang.security.audit.xmlinputfactory-dtd-enabled.xmlinputfactory-dtd-enabled,scala,nao
scala.play.security.conf-insecure-cookie-settings.conf-insecure-cookie-settings,generic,nao
scala.play.security.tainted-html-response.tainted-html-response,scala,nao
scala.play.security.tainted-slick-sqli.tainted-slick-sqli,scala,nao
scala.play.security.tainted-sql-from-http-request.tainted-sql-from-http-request,scala,nao
scala.play.security.webservice-ssrf.webservice-ssrf,scala,nao
scala.scala-jwt.security.jwt-hardcode.scala-jwt-hardcoded-secret,scala,nao
scala.slick.security.scala-slick-overridesql-literal.scala-slick-overrideSql-literal,scala,nao
scala.slick.security.scala-slick-sql-non-literal.scala-slick-sql-non-literal,scala,nao
solidity.security.balancer-readonly-reentrancy-getpooltokens.balancer-readonly-reentrancy-getpooltokens,solidity,nao
solidity.security.balancer-readonly-reentrancy-getrate.balancer-readonly-reentrancy-getrate,solidity,nao
solidity.security.compound-borrowfresh-reentrancy.compound-borrowfresh-reentrancy,solidity,nao
solidity.security.compound-sweeptoken-not-restricted.compound-sweeptoken-not-restricted,solidity,nao
solidity.security.curve-readonly-reentrancy.curve-readonly-reentrancy,solidity,nao
solidity.security.encode-packed-collision.encode-packed-collision,solidity,nao
solidity.security.erc677-reentrancy.erc677-reentrancy,solidity,nao
solidity.security.erc721-arbitrary-transferfrom.erc721-arbitrary-transferfrom,solidity,nao
solidity.security.erc721-reentrancy.erc721-reentrancy,solidity,nao
solidity.security.erc777-reentrancy.erc777-reentrancy,solidity,nao
solidity.security.incorrect-use-of-blockhash.incorrect-use-of-blockhash,solidity,nao
solidity.security.keeper-network-oracle-manipulation.keeper-network-oracle-manipulation,solidity,nao
solidity.security.missing-self-transfer-check-ercx.missing-self-transfer-check-ercx,solidity,nao
solidity.security.no-bidi-characters.no-bidi-characters,solidity,nao
solidity.security.no-slippage-check.no-slippage-check,solidity,nao
solidity.security.proxy-storage-collision.proxy-storage-collision,solidity,nao
solidity.security.redacted-cartel-custom-approval-bug.redacted-cartel-custom-approval-bug,solidity,nao
solidity.security.rigoblock-missing-access-control.rigoblock-missing-access-control,solidity,nao
solidity.security.sense-missing-oracle-access-control.sense-missing-oracle-access-control,solidity,nao
solidity.security.superfluid-ctx-injection.superfluid-ctx-injection,solidity,nao
solidity.security.tecra-coin-burnfrom-bug.tecra-coin-burnfrom-bug,solidity,nao
swift.lang.storage.sensitive-storage-userdefaults.swift-user-defaults,swift,nao
swift.webview.webview-js-window.swift-webview-config-allows-js-open-windows,swift,nao
terraform.aws.security.aws-athena-workgroup-unencrypted.aws-athena-workgroup-unencrypted,hcl,nao
terraform.aws.security.aws-backup-vault-unencrypted.aws-backup-vault-unencrypted,hcl,nao
terraform.aws.security.aws-cloudfront-insecure-tls.aws-insecure-cloudfront-distribution-tls-version,hcl,nao
terraform.aws.security.aws-cloudtrail-encrypted-with-cmk.aws-cloudtrail-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-cloudwatch-log-group-no-retention.aws-cloudwatch-log-group-no-retention,hcl,nao
terraform.aws.security.aws-cloudwatch-log-group-unencrypted.aws-cloudwatch-log-group-unencrypted,hcl,nao
terraform.aws.security.aws-codebuild-project-artifacts-unencrypted.aws-codebuild-project-artifacts-unencrypted,hcl,nao
terraform.aws.security.aws-codebuild-project-unencrypted.aws-codebuild-project-unencrypted,hcl,nao
terraform.aws.security.aws-config-aggregator-not-all-regions.aws-config-aggregator-not-all-regions,hcl,nao
terraform.aws.security.aws-db-instance-no-logging.aws-db-instance-no-logging,hcl,nao
terraform.aws.security.aws-docdb-encrypted-with-cmk.aws-docdb-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-documentdb-auditing-disabled.aws-documentdb-auditing-disabled,hcl,nao
terraform.aws.security.aws-dynamodb-table-unencrypted.aws-dynamodb-table-unencrypted,hcl,nao
terraform.aws.security.aws-ebs-snapshot-encrypted-with-cmk.aws-ebs-snapshot-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-ebs-unencrypted.aws-ebs-unencrypted,hcl,nao
terraform.aws.security.aws-ebs-volume-encrypted-with-cmk.aws-ebs-volume-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-ebs-volume-unencrypted.aws-ebs-volume-unencrypted,hcl,nao
terraform.aws.security.aws-ec2-has-public-ip.aws-ec2-has-public-ip,hcl,nao
terraform.aws.security.aws-ec2-launch-template-metadata-service-v1-enabled.aws-ec2-launch-template-metadata-service-v1-enabled,hcl,nao
terraform.aws.security.aws-ecr-mutable-image-tags.aws-ecr-mutable-image-tags,hcl,nao
terraform.aws.security.aws-ecr-repository-wildcard-principal.aws-ecr-repository-wildcard-principal,hcl,nao
terraform.aws.security.aws-efs-filesystem-encrypted-with-cmk.aws-efs-filesystem-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-elasticsearch-insecure-tls-version.aws-elasticsearch-insecure-tls-version,terraform,nao
terraform.aws.security.aws-elasticsearch-nodetonode-encryption.aws-elasticsearch-nodetonode-encryption-not-enabled,hcl,nao
terraform.aws.security.aws-elb-access-logs-not-enabled.aws-elb-access-logs-not-enabled,hcl,nao
terraform.aws.security.aws-emr-encrypted-with-cmk.aws-emr-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-fsx-lustre-files-ystem.aws-fsx-lustre-filesystem-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-fsx-lustre-filesystem-encrypted-with-cmk.aws-fsx-lustre-filesystem-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-fsx-ontapfs-encrypted-with-cmk.aws-fsx-ontapfs-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-fsx-windows-encrypted-with-cmk.aws-fsx-windows-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-glacier-vault-any-principal.aws-glacier-vault-any-principal,hcl,nao
terraform.aws.security.aws-iam-admin-policy-ssoadmin.aws-iam-admin-policy-ssoadmin,hcl,nao
terraform.aws.security.aws-iam-admin-policy.aws-iam-admin-policy,hcl,nao
terraform.aws.security.aws-imagebuilder-component-encrypted-with-cmk.aws-imagebuilder-component-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-insecure-redshift-ssl-configuration.aws-insecure-redshift-ssl-configuration,hcl,nao
terraform.aws.security.aws-kinesis-stream-encrypted-with-cmk.aws-kinesis-stream-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-kinesis-stream-unencrypted.aws-kinesis-stream-unencrypted,hcl,nao
terraform.aws.security.aws-kinesis-video-stream-encrypted-with-cmk.aws-kinesis-video-stream-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-kms-key-wildcard-principal.aws-kms-key-wildcard-principal,hcl,nao
terraform.aws.security.aws-kms-no-rotation.aws-kms-no-rotation,hcl,nao
terraform.aws.security.aws-lambda-environment-credentials.aws-lambda-environment-credentials,hcl,nao
terraform.aws.security.aws-lambda-environment-unencrypted.aws-lambda-environment-unencrypted,hcl,nao
terraform.aws.security.aws-lambda-permission-unrestricted-source-arn.aws-lambda-permission-unrestricted-source-arn,hcl,nao
terraform.aws.security.aws-lambda-x-ray-tracing-not-active.aws-lambda-x-ray-tracing-not-active,hcl,nao
terraform.aws.security.aws-provider-static-credentials.aws-provider-static-credentials,hcl,nao
terraform.aws.security.aws-provisioner-exec.aws-provisioner-exec,terraform,nao
terraform.aws.security.aws-rds-backup-no-retention.aws-rds-backup-no-retention,hcl,nao
terraform.aws.security.aws-redshift-cluster-encrypted-with-cmk.aws-redshift-cluster-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-s3-bucket-object-encrypted-with-cmk.aws-s3-bucket-object-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-s3-object-copy-encrypted-with-cmk.aws-s3-object-copy-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-sagemaker-domain-encrypted-with-cmk.aws-sagemaker-domain-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-secretsmanager-secret-unencrypted.aws-secretsmanager-secret-unencrypted,hcl,nao
terraform.aws.security.aws-sqs-queue-policy-wildcard-principal.aws-sqs-queue-policy-wildcard-principal,hcl,nao
terraform.aws.security.aws-ssm-document-logging-issues.aws-ssm-document-logging-issues,hcl,nao
terraform.aws.security.aws-subnet-has-public-ip-address.aws-subnet-has-public-ip-address,hcl,nao
terraform.aws.security.aws-timestream-database-encrypted-with-cmk.aws-timestream-database-encrypted-with-cmk,hcl,nao
terraform.aws.security.aws-transfer-server-is-public.aws-transfer-server-is-public,hcl,nao
terraform.aws.security.aws-workspaces-root-volume-unencrypted.aws-workspaces-root-volume-unencrypted,hcl,nao
terraform.aws.security.aws-workspaces-user-volume-unencrypted.aws-workspaces-user-volume-unencrypted,hcl,nao
terraform.aws.security.insecure-load-balancer-tls-version.insecure-load-balancer-tls-version,hcl,nao
terraform.aws.security.missing-athena-workgroup-encryption.missing-athena-workgroup-encryption,hcl,nao
terraform.aws.security.unrestricted-github-oidc-policy.unrestricted-github-oidc-policy,hcl,nao
terraform.aws.security.wildcard-assume-role.wildcard-assume-role,hcl,nao
terraform.azure.security.appservice.appservice-account-identity-registered.appservice-account-identity-registered,hcl,nao
terraform.azure.security.appservice.appservice-authentication-enabled.appservice-authentication-enabled,hcl,nao
terraform.azure.security.appservice.appservice-enable-http2.appservice-enable-http2,hcl,nao
terraform.azure.security.appservice.appservice-enable-https-only.appservice-enable-https-only,hcl,nao
terraform.azure.security.appservice.appservice-require-client-cert.appservice-require-client-cert,hcl,nao
terraform.azure.security.appservice.appservice-use-secure-tls-policy.appservice-use-secure-tls-policy,hcl,nao
terraform.azure.security.functionapp.functionapp-authentication-enabled.functionapp-authentication-enabled,hcl,nao
terraform.azure.security.functionapp.functionapp-enable-http2.functionapp-enable-http2,hcl,nao
terraform.azure.security.keyvault.keyvault-content-type-for-secret.keyvault-content-type-for-secret,hcl,nao
terraform.azure.security.keyvault.keyvault-ensure-key-expires.keyvault-ensure-key-expires,hcl,nao
terraform.azure.security.keyvault.keyvault-ensure-secret-expires.keyvault-ensure-secret-expires,hcl,nao
terraform.azure.security.keyvault.keyvault-purge-enabled.keyvault-purge-enabled,hcl,nao
terraform.azure.security.keyvault.keyvault-specify-network-acl.keyvault-specify-network-acl,hcl,nao
terraform.azure.security.storage.storage-allow-microsoft-service-bypass.storage-allow-microsoft-service-bypass,hcl,nao
terraform.azure.security.storage.storage-default-action-deny.storage-default-action-deny,hcl,nao
terraform.azure.security.storage.storage-enforce-https.storage-enforce-https,hcl,nao
terraform.azure.security.storage.storage-queue-services-logging.storage-queue-services-logging,hcl,nao
terraform.azure.security.storage.storage-use-secure-tls-policy.storage-use-secure-tls-policy,hcl,nao
terraform.gcp.security.gcp-sql-database-ssl-insecure-value-postgres-mysql.gcp-sql-database-ssl-insecure-value-postgres-mysql,hcl,nao
terraform.gcp.security.gcp-sql-database-ssl-insecure-value-sqlserver.gcp-sql-database-ssl-insecure-value-sqlserver,hcl,nao
terraform.lang.security.ecr-image-scan-on-push.ecr-image-scan-on-push,hcl,nao
terraform.lang.security.eks-insufficient-control-plane-logging.eks-insufficient-control-plane-logging,hcl,nao
terraform.lang.security.eks-public-endpoint-enabled.eks-public-endpoint-enabled,hcl,nao
terraform.lang.security.elastic-search-encryption-at-rest.elastic-search-encryption-at-rest,hcl,nao
terraform.lang.security.iam.no-iam-admin-privileges.no-iam-admin-privileges,hcl,nao
terraform.lang.security.iam.no-iam-creds-exposure.no-iam-creds-exposure,hcl,nao
terraform.lang.security.iam.no-iam-data-exfiltration.no-iam-data-exfiltration,hcl,nao
terraform.lang.security.iam.no-iam-priv-esc-funcs.no-iam-priv-esc-funcs,hcl,nao
terraform.lang.security.iam.no-iam-priv-esc-other-users.no-iam-priv-esc-other-users,hcl,nao
terraform.lang.security.iam.no-iam-priv-esc-roles.no-iam-priv-esc-roles,hcl,nao
terraform.lang.security.iam.no-iam-resource-exposure.no-iam-resource-exposure,hcl,nao
terraform.lang.security.iam.no-iam-star-actions.no-iam-star-actions,hcl,nao
terraform.lang.security.rds-insecure-password-storage-in-source-code.rds-insecure-password-storage-in-source-code,hcl,nao
terraform.lang.security.rds-public-access.rds-public-access,hcl,nao
terraform.lang.security.s3-cors-all-origins.all-origins-allowed,hcl,nao
terraform.lang.security.s3-public-read-bucket.s3-public-read-bucket,hcl,nao
terraform.lang.security.s3-public-rw-bucket.s3-public-rw-bucket,hcl,nao
terraform.lang.security.s3-unencrypted-bucket.s3-unencrypted-bucket,hcl,nao
trailofbits.go.invalid-usage-of-modified-variable.invalid-usage-of-modified-variable,go,nao
trailofbits.go.iterate-over-empty-map.iterate-over-empty-map,go,nao
trailofbits.go.missing-runlock-on-rwmutex.missing-runlock-on-rwmutex,go,nao
trailofbits.go.missing-unlock-before-return.missing-unlock-before-return,go,nao
trailofbits.go.racy-append-to-slice.racy-append-to-slice,go,nao
trailofbits.go.racy-write-to-map.racy-write-to-map,go,nao
trailofbits.go.servercodec-readrequestbody-unhandled-nil.servercodec-readrequestbody-unhandled-nil,go,nao
trailofbits.go.string-to-int-signedness-cast.string-to-int-signedness-cast,go,nao
trailofbits.go.sync-mutex-value-copied.sync-mutex-value-copied,go,nao
trailofbits.go.waitgroup-add-called-inside-goroutine.waitgroup-add-called-inside-goroutine,go,nao
trailofbits.go.waitgroup-wait-inside-loop.waitgroup-wait-inside-loop,go,nao
trailofbits.python.automatic-memory-pinning.automatic-memory-pinning,python,nao
trailofbits.python.lxml-in-pandas.lxml-in-pandas,python,nao
trailofbits.python.numpy-in-pytorch-modules.numpy-in-pytorch-modules,python,nao
trailofbits.python.pickles-in-numpy.pickles-in-numpy,python,nao
trailofbits.python.pickles-in-pandas.pickles-in-pandas,python,nao
trailofbits.python.pickles-in-pytorch.pickles-in-pytorch,python,nao
trailofbits.python.tarfile-extractall-traversal.tarfile-extractall-traversal,python,nao
typescript.angular.security.audit.angular-domsanitizer.angular-bypasssecuritytrust,typescript,sim
typescript.aws-cdk.security.audit.awscdk-bucket-encryption.awscdk-bucket-encryption,typescript,sim
typescript.aws-cdk.security.audit.awscdk-bucket-enforcessl.aws-cdk-bucket-enforcessl,ts,sim
typescript.aws-cdk.security.audit.awscdk-sqs-unencryptedqueue.awscdk-sqs-unencryptedqueue,ts,sim
typescript.aws-cdk.security.awscdk-bucket-grantpublicaccessmethod.awscdk-bucket-grantpublicaccessmethod,ts,sim
typescript.aws-cdk.security.awscdk-codebuild-project-public.awscdk-codebuild-project-public,ts,sim
typescript.lang.security.audit.cors-regex-wildcard.cors-regex-wildcard,ts,sim
typescript.nestjs.security.audit.nestjs-header-cors-any.nestjs-header-cors-any,typescript,sim
typescript.nestjs.security.audit.nestjs-header-xss-disabled.nestjs-header-xss-disabled,typescript,sim
typescript.nestjs.security.audit.nestjs-open-redirect.nestjs-open-redirect,typescript,sim
typescript.react.security.audit.react-dangerouslysetinnerhtml.react-dangerouslysetinnerhtml,javascript|typescript,sim
typescript.react.security.audit.react-jwt-decoded-property.react-jwt-decoded-property,javascript|typescript,sim
typescript.react.security.audit.react-jwt-in-localstorage.react-jwt-in-localstorage,javascript|typescript,sim
typescript.react.security.audit.react-unsanitized-method.react-unsanitized-method,javascript|typescript,sim
typescript.react.security.react-insecure-request.react-insecure-request,javascript|typescript,sim
typescript.react.security.react-markdown-insecure-html.react-markdown-insecure-html,javascript|typescript,sim
yaml.argo.security.argo-workflow-parameter-command-injection.argo-workflow-parameter-command-injection,yaml,nao
yaml.docker-compose.security.exposing-docker-socket-volume.exposing-docker-socket-volume,yaml,nao
yaml.docker-compose.security.no-new-privileges.no-new-privileges,yaml,nao
